Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAB793GL3,279580,20,1,n/a
NDARAM675UR8,85865,13,1,n/a
NDARAN814UPR,69517,22,1,n/a
NDARAP176AD1,82067,24,1,n/a
NDARBM839WR5,120303,30,1,n/a
NDARBR740NKV,NaN,NaN,0,n/a
NDARBU607ZZ3,NaN,NaN,0,n/a
NDARBU730PN8,79292,38,1,n/a
NDARBV680AA8,86216,31,1,n/a
NDARBX974XDR,NaN,NaN,0,n/a
NDARCD543VK6,NaN,NaN,0,n/a
NDARCT974NAJ,81765,41,1,n/a
NDARCU957PGQ,NaN,NaN,0,n/a
NDARCW933FD5,106877,34,1,n/a
NDARCZ770BRG,82568,12,1,n/a
NDARDC987BMU,NaN,NaN,0,n/a
NDARDD531EP2,NaN,NaN,0,n/a
NDARDH270YR5,151937,22,1,n/a
NDARDR067YMC,NaN,NaN,0,n/a
NDARDT528ZZJ,NaN,NaN,0,n/a
NDARDW741HCF,88589,19,1,n/a
NDARDZ058NZN,82891,10,1,n/a
NDAREC377AU2,83915,19,1,n/a
NDAREF893ZM8,NaN,NaN,0,n/a
NDAREM500WWH,133901,14,1,n/a
NDAREV527ZRF,91301,16,1,n/a
NDAREV601CE7,116050,28,1,n/a
NDARFF070XHV,114127,26,1,n/a
NDARFK477WX9,88066,29,1,n/a
NDARFR108JNB,112376,16,1,n/a
NDARFT305CG1,86151,17,1,n/a
NDARFY009MNL,NaN,NaN,0,n/a
NDARGA056TMW,80464,28,1,n/a
NDARGE946RCB,NaN,NaN,0,n/a
NDARGG205WVN,84244,25,1,n/a
NDARGH775KF5,108613,28,1,n/a
NDARGJ878ZP4,83092,25,1,n/a
NDARGV781AMW,121489,25,1,n/a
NDARHA387FPM,90541,24,1,n/a
NDARHB764VZ2,NaN,NaN,0,n/a
NDARHM421JUP,NaN,NaN,0,n/a
NDARHU831NXU,NaN,NaN,0,n/a
NDARJA157YB3,67643,29,1,n/a
NDARJG300HWH,83140,19,1,n/a
NDARJG488XHT,72241,14,1,n/a
NDARJM239GN4,80318,20,1,n/a
NDARJT517YHZ,84066,18,1,n/a
NDARJV268PNW,80890,23,1,n/a
NDARJZ089HVP,88464,27,1,n/a
NDARKC143BEE,79441,13,1,n/a
NDARKC880ZHY,NaN,NaN,0,n/a
NDARKG718VF7,82719,14,1,n/a
NDARKH837TB2,80190,35,1,n/a
NDARKY667THK,87752,38,1,n/a
NDARLD016VCA,88014,15,1,n/a
NDARLK181GL4,87217,17,1,n/a
NDARLN070VX7,NaN,NaN,0,n/a
NDARLP624GFH,99513,11,1,n/a
NDARMF116AFR,93050,32,1,n/a
NDARML406ZB8,112939,16,1,n/a
NDARMM326JCB,89100,27,1,n/a
NDARMP745EAC,142853,29,1,n/a
NDARMR570GJ5,NaN,NaN,0,n/a
NDARMT064WBB,84093,26,1,n/a
NDARMT732GKM,NaN,NaN,0,n/a
NDARMT784NED,NaN,NaN,0,n/a
NDARMZ200GVD,NaN,NaN,0,n/a
NDARMZ518UH1,145777,22,1,n/a
NDARND348HB3,100827,19,1,n/a
NDARNU137XR4,91566,11,1,n/a
NDARNV399BV4,85502,20,1,n/a
NDARPB984UTU,NaN,NaN,0,n/a
NDARPD517MDH,111550,30,1,n/a
NDARPH844KP2,156760,29,1,n/a
NDARPW313LAJ,NaN,NaN,0,n/a
NDARPW577WJ7,NaN,NaN,0,n/a
NDARPW635LN4,NaN,NaN,0,n/a
NDARRB942UWU,85726,44,1,n/a
NDARRP163YRC,89425,22,1,n/a
NDARRT038VG1,80892,27,1,n/a
NDARRV480PU1,95490,16,1,n/a
NDARRY280KNW,73418,16,1,n/a
NDARRZ653HKY,88142,17,1,n/a
NDARTG035JK8,83465,27,1,n/a
NDARTK933KL9,78190,22,1,n/a
NDARTN487KDK,91689,33,1,n/a
NDARTU777GVV,NaN,NaN,0,n/a
NDARUL456EER,84192,20,1,n/a
NDARUL945XUU,94101,10,1,n/a
NDARUP249AMD,79217,23,1,n/a
NDARUT018UYN,NaN,NaN,0,n/a
NDARUW816MP3,96065,15,1,n/a
NDARUZ206DRV,NaN,NaN,0,n/a
NDARVD635FX8,NaN,NaN,0,n/a
NDARVM025NCF,77818,18,1,n/a
NDARVV174JHW,140634,11,1,n/a
NDARVV199XK2,NaN,NaN,0,n/a
NDARVY366HWJ,86816,15,1,n/a
NDARWP595TE6,142713,18,1,n/a
NDARWT389BYY,80393,28,1,n/a
NDARWT449PUN,86166,27,1,n/a
NDARWY235XNE,78866,8,1,n/a
NDARXK076XU8,NaN,NaN,0,n/a
