onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.032	n/a	516	video_start	83
171.584	n/a	85792	video_stop	103
172.126	n/a	86063	break cnt	break cnt
200.532	n/a	100266	9999	9999
