Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAB793GL3,258805,110,1,n/a
NDARAM675UR8,NaN,NaN,0,n/a
NDARAN814UPR,138188,109,1,n/a
NDARAP176AD1,175460,109,1,n/a
NDARBM839WR5,179103,109,1,n/a
NDARBR740NKV,146259,109,1,n/a
NDARBU607ZZ3,189530,109,1,n/a
NDARBU730PN8,133940,109,1,n/a
NDARBV680AA8,135041,109,1,n/a
NDARBX974XDR,153852,109,1,n/a
NDARCD543VK6,150253,109,1,n/a
NDARCT974NAJ,134614,109,1,n/a
NDARCU957PGQ,NaN,NaN,0,n/a
NDARCW933FD5,151302,109,1,n/a
NDARCZ770BRG,203805,109,1,n/a
NDARDC987BMU,129211,110,1,n/a
NDARDD531EP2,NaN,NaN,0,n/a
NDARDH270YR5,NaN,NaN,0,n/a
NDARDR067YMC,125302,109,1,n/a
NDARDT528ZZJ,151910,109,1,n/a
NDARDW741HCF,NaN,NaN,0,n/a
NDARDZ058NZN,NaN,NaN,0,n/a
NDAREC377AU2,179158,109,1,n/a
NDAREF893ZM8,133913,109,1,n/a
NDAREM500WWH,NaN,NaN,0,n/a
NDAREV527ZRF,161252,109,1,n/a
NDAREV601CE7,168178,109,1,n/a
NDARFF070XHV,155551,109,1,n/a
NDARFK477WX9,161109,109,1,n/a
NDARFR108JNB,NaN,NaN,0,n/a
NDARFT305CG1,NaN,NaN,0,n/a
NDARFY009MNL,210254,109,1,n/a
NDARGA056TMW,125815,109,1,n/a
NDARGE946RCB,NaN,NaN,0,n/a
NDARGG205WVN,157533,109,1,n/a
NDARGH775KF5,187056,109,1,n/a
NDARGJ878ZP4,NaN,NaN,0,n/a
NDARGV781AMW,199030,109,1,n/a
NDARHA387FPM,169658,109,1,n/a
NDARHB764VZ2,112233,109,1,n/a
NDARHM421JUP,NaN,NaN,0,n/a
NDARHU831NXU,NaN,NaN,0,n/a
NDARJA157YB3,122538,109,1,n/a
NDARJG300HWH,154559,109,1,n/a
NDARJG488XHT,NaN,NaN,0,n/a
NDARJM239GN4,155384,109,1,n/a
NDARJT517YHZ,166409,109,1,n/a
NDARJV268PNW,182182,109,1,n/a
NDARJZ089HVP,155258,109,1,n/a
NDARKC143BEE,NaN,NaN,0,n/a
NDARKC880ZHY,132387,109,1,n/a
NDARKG718VF7,148310,109,1,n/a
NDARKH837TB2,NaN,NaN,0,n/a
NDARKY667THK,138578,109,1,n/a
NDARLD016VCA,199830,109,1,n/a
NDARLK181GL4,123287,109,1,n/a
NDARLN070VX7,190005,109,1,n/a
NDARLP624GFH,NaN,NaN,0,n/a
NDARMF116AFR,155128,109,1,n/a
NDARML406ZB8,NaN,NaN,0,n/a
NDARMM326JCB,154502,109,1,n/a
NDARMP745EAC,190852,109,1,n/a
NDARMR570GJ5,241504,109,1,n/a
NDARMT064WBB,NaN,NaN,0,n/a
NDARMT732GKM,221957,109,1,n/a
NDARMT784NED,NaN,NaN,0,n/a
NDARMZ200GVD,NaN,NaN,0,n/a
NDARMZ518UH1,NaN,NaN,0,n/a
NDARND348HB3,175904,109,1,n/a
NDARNU137XR4,NaN,NaN,0,n/a
NDARNV399BV4,NaN,NaN,0,n/a
NDARPB984UTU,147335,109,1,n/a
NDARPD517MDH,235280,109,1,n/a
NDARPH844KP2,150460,109,1,n/a
NDARPW313LAJ,NaN,NaN,0,n/a
NDARPW577WJ7,273026,109,1,n/a
NDARPW635LN4,NaN,NaN,0,n/a
NDARRB942UWU,NaN,NaN,0,n/a
NDARRP163YRC,NaN,NaN,0,n/a
NDARRT038VG1,207030,109,1,n/a
NDARRV480PU1,190807,109,1,n/a
NDARRY280KNW,NaN,NaN,0,n/a
NDARRZ653HKY,NaN,NaN,0,n/a
NDARTG035JK8,135513,109,1,n/a
NDARTK933KL9,188781,109,1,n/a
NDARTN487KDK,NaN,NaN,0,n/a
NDARTU777GVV,158111,109,1,n/a
NDARUL456EER,NaN,NaN,0,n/a
NDARUL945XUU,185578,109,1,n/a
NDARUP249AMD,141061,109,1,n/a
NDARUT018UYN,120237,109,1,n/a
NDARUW816MP3,NaN,NaN,0,n/a
NDARUZ206DRV,NaN,NaN,0,n/a
NDARVD635FX8,NaN,NaN,0,n/a
NDARVM025NCF,133735,109,1,n/a
NDARVV174JHW,NaN,NaN,0,n/a
NDARVV199XK2,NaN,NaN,0,n/a
NDARVY366HWJ,NaN,NaN,0,n/a
NDARWP595TE6,NaN,NaN,0,n/a
NDARWT389BYY,173208,109,1,n/a
NDARWT449PUN,159888,109,1,n/a
NDARWY235XNE,NaN,NaN,0,n/a
